#Header 
#Star time analyse: 2023-07-21:15-08-35
#Input folder: test-images\input\autocrop
#Output folder: test-images/output/autocrop/Hsa_2169239_Spz_STD_FIXE_FROZEN_PI--DAPI_A2_w21_DAPI_SIM_variable.TIF\
#Calibration:x:default-y:default-z:default
#X box size: 40
#Y box size: 40
#Z box size: 20
#thresholdOTSUComputing: 20
#slicesOTSUComputing: 0
#channelToComputeThreshold: 0
#maxVolumeNucleus:2147483647
#minVolumeNucleus: 1
FileName	NumberOfCrop	OTSUThreshold	DefaultOTSUThreshold
test-images\input\autocrop\Hsa_2169239_Spz_STD_FIXE_FROZEN_PI--DAPI_A2_w21_DAPI_SIM_variable.TIF	2	84	false
